,molregno,chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations
304,1796795,CHEMBL3347366,368.4,-0.19,5.0,3.0,135.63,5.0,N,0.0,-4.61,8.42,-3.71,-1.33,ACID,368.4,2.0,27.0,0.22,368.1597,C18H20N6O3,9.0,4.0,0.0
305,1796796,CHEMBL3347367,343.37,1.21,6.0,2.0,112.61,5.0,N,0.0,11.7,1.56,1.7,1.7,NEUTRAL,343.37,3.0,24.0,0.31,343.0739,C15H13N5O3S,8.0,3.0,0.0
306,1796797,CHEMBL3347368,385.45,0.16,5.0,2.0,111.78,5.0,N,0.0,-4.63,2.01,-2.74,0.42,ACID,385.45,2.0,27.0,0.25,385.1209,C18H19N5O3S,8.0,3.0,0.0
307,1796800,CHEMBL3347276,425.51,0.98,5.0,2.0,97.79,7.0,N,0.0,-4.62,2.08,-1.89,1.37,ACID,425.51,2.0,30.0,0.17,425.1522,C21H23N5O3S,8.0,2.0,0.0
308,1796802,CHEMBL3347372,419.47,3.36,6.0,2.0,98.62,6.0,N,0.0,11.4,1.58,4.11,4.11,NEUTRAL,419.47,4.0,30.0,0.21,419.1052,C21H17N5O3S,8.0,2.0,0.0
309,1796803,CHEMBL3347373,461.55,2.31,5.0,2.0,97.79,6.0,N,0.0,-4.61,1.98,-0.47,2.66,ACID,461.55,3.0,33.0,0.19,461.1522,C24H23N5O3S,8.0,2.0,0.0
310,1796806,CHEMBL3347376,327.3,1.04,6.0,2.0,129.68,5.0,N,0.0,11.86,0.84,0.97,0.97,NEUTRAL,327.3,3.0,24.0,0.41,327.0968,C15H13N5O4,9.0,3.0,0.0
311,1796807,CHEMBL3347377,369.38,0.0,5.0,2.0,128.85,5.0,N,0.0,-4.63,1.6,-2.94,-0.47,ACID,369.38,2.0,27.0,0.33,369.1437,C18H19N5O4,9.0,3.0,0.0
312,1796808,CHEMBL3347378,284.27,2.24,5.0,0.0,79.27,4.0,N,0.0,,,1.08,1.08,NEUTRAL,284.27,3.0,21.0,0.54,284.0797,C15H12N2O4,6.0,0.0,0.0
313,1796809,CHEMBL3347379,326.35,1.2,4.0,0.0,78.44,4.0,N,0.0,-4.22,,-0.97,0.28,ACID,326.35,2.0,24.0,0.48,326.1267,C18H18N2O4,6.0,0.0,0.0
314,1796810,CHEMBL3347380,340.34,1.25,6.0,3.0,136.46,5.0,N,0.0,,8.47,1.31,0.22,NEUTRAL,340.34,3.0,25.0,0.28,340.1284,C16H16N6O3,9.0,4.0,0.0
315,1962276,CHEMBL3613563,364.27,3.07,3.0,2.0,59.64,5.0,N,0.0,11.62,0.98,3.8,3.8,NEUTRAL,364.27,2.0,21.0,0.49,363.0041,C15H14BrN3OS,4.0,3.0,0.0
316,1962277,CHEMBL3613564,378.3,3.37,3.0,2.0,59.64,5.0,N,0.0,11.62,1.13,4.31,4.31,NEUTRAL,378.3,2.0,22.0,0.48,377.0197,C16H16BrN3OS,4.0,3.0,0.0
317,1962278,CHEMBL3613565,394.29,3.07,4.0,2.0,68.87,6.0,N,0.0,11.62,0.95,3.64,3.64,NEUTRAL,394.29,2.0,23.0,0.45,393.0147,C16H16BrN3O2S,5.0,3.0,0.0
318,1962279,CHEMBL3613566,382.26,3.2,3.0,2.0,59.64,5.0,N,0.0,11.62,0.58,3.94,3.94,NEUTRAL,382.26,2.0,22.0,0.47,380.9947,C15H13BrFN3OS,4.0,3.0,0.0
319,1962280,CHEMBL3613567,398.71,3.72,3.0,2.0,59.64,5.0,N,0.0,11.62,0.54,4.4,4.4,NEUTRAL,398.71,2.0,22.0,0.46,396.9651,C15H13BrClN3OS,4.0,3.0,0.0
320,1962281,CHEMBL3613568,443.16,3.83,3.0,2.0,59.64,5.0,N,0.0,11.62,0.54,4.56,4.56,NEUTRAL,443.16,2.0,22.0,0.42,440.9146,C15H13Br2N3OS,4.0,3.0,0.0
321,1962282,CHEMBL3613569,440.37,4.73,3.0,2.0,59.64,6.0,N,0.0,11.62,1.23,5.44,5.44,NEUTRAL,440.37,3.0,27.0,0.33,439.0354,C21H18BrN3OS,4.0,3.0,0.0
322,1962283,CHEMBL3613570,414.33,4.22,3.0,2.0,59.64,5.0,N,0.0,11.62,1.02,4.79,4.79,NEUTRAL,414.33,3.0,25.0,0.37,413.0197,C19H16BrN3OS,4.0,3.0,0.0
323,1962284,CHEMBL3613571,408.32,3.33,4.0,2.0,54.88,6.0,N,0.0,11.39,1.01,3.86,3.86,NEUTRAL,408.32,2.0,24.0,0.44,407.0303,C17H18BrN3O2S,5.0,2.0,0.0
324,1962285,CHEMBL3613572,470.39,5.23,4.0,2.0,54.88,7.0,N,1.0,11.29,1.01,5.88,5.88,NEUTRAL,470.39,3.0,29.0,0.28,469.046,C22H20BrN3O2S,5.0,2.0,1.0
325,1962286,CHEMBL3613573,396.29,3.47,3.0,2.0,45.65,5.0,N,0.0,11.39,0.65,4.16,4.16,NEUTRAL,396.29,2.0,23.0,0.46,395.0103,C16H15BrFN3OS,4.0,2.0,0.0
326,1962287,CHEMBL3613574,458.36,5.36,3.0,2.0,45.65,6.0,N,1.0,11.29,0.7,6.18,6.18,NEUTRAL,458.36,3.0,28.0,0.3,457.026,C21H17BrFN3OS,4.0,2.0,1.0
327,1962288,CHEMBL3613575,364.27,3.07,3.0,2.0,59.64,5.0,N,0.0,11.62,0.97,3.8,3.8,NEUTRAL,364.27,2.0,21.0,0.49,363.0041,C15H14BrN3OS,4.0,3.0,0.0
328,1962289,CHEMBL3613576,392.32,3.63,3.0,2.0,59.64,6.0,N,0.0,11.62,1.11,4.75,4.75,NEUTRAL,392.32,2.0,23.0,0.45,391.0354,C17H18BrN3OS,4.0,3.0,0.0
329,1962290,CHEMBL3613577,406.35,4.19,3.0,2.0,59.64,6.0,N,0.0,11.62,1.16,5.04,5.04,NEUTRAL,406.35,2.0,24.0,0.43,405.051,C18H20BrN3OS,4.0,3.0,0.0
330,1962291,CHEMBL3613578,420.38,4.36,3.0,2.0,59.64,5.0,N,0.0,11.62,1.21,5.34,5.34,NEUTRAL,420.38,2.0,25.0,0.43,419.0667,C19H22BrN3OS,4.0,3.0,0.0
331,1962292,CHEMBL3613579,394.29,3.07,4.0,2.0,68.87,6.0,N,0.0,11.62,0.85,3.64,3.64,NEUTRAL,394.29,2.0,23.0,0.45,393.0147,C16H16BrN3O2S,5.0,3.0,0.0
332,1962293,CHEMBL3613580,394.29,3.07,4.0,2.0,68.87,6.0,N,0.0,11.62,0.85,3.64,3.64,NEUTRAL,394.29,2.0,23.0,0.45,393.0147,C16H16BrN3O2S,5.0,3.0,0.0
333,1962294,CHEMBL3613581,421.32,3.02,4.0,3.0,88.74,6.0,N,0.0,11.62,0.77,3.03,3.03,NEUTRAL,421.32,2.0,25.0,0.38,420.0256,C17H17BrN4O2S,6.0,4.0,0.0
334,1962295,CHEMBL3613582,382.26,3.2,3.0,2.0,59.64,5.0,N,0.0,11.62,0.52,3.94,3.94,NEUTRAL,382.26,2.0,22.0,0.47,380.9947,C15H13BrFN3OS,4.0,3.0,0.0
335,1962296,CHEMBL3613583,416.7,3.86,3.0,2.0,59.64,5.0,N,0.0,11.62,0.16,4.54,4.54,NEUTRAL,416.7,2.0,23.0,0.44,414.9557,C15H12BrClFN3OS,4.0,3.0,0.0
336,1962297,CHEMBL3613584,398.71,3.72,3.0,2.0,59.64,5.0,N,0.0,11.62,0.54,4.4,4.4,NEUTRAL,398.71,2.0,22.0,0.46,396.9651,C15H13BrClN3OS,4.0,3.0,0.0
337,1962298,CHEMBL3613585,398.71,3.72,3.0,2.0,59.64,5.0,N,0.0,11.62,0.54,4.4,4.4,NEUTRAL,398.71,2.0,22.0,0.46,396.9651,C15H13BrClN3OS,4.0,3.0,0.0
338,1962299,CHEMBL3613586,398.71,3.72,3.0,2.0,59.64,5.0,N,0.0,11.62,0.54,4.4,4.4,NEUTRAL,398.71,2.0,22.0,0.46,396.9651,C15H13BrClN3OS,4.0,3.0,0.0
339,1962300,CHEMBL3612083,433.16,4.37,3.0,2.0,59.64,5.0,N,0.0,11.62,0.18,5.0,5.0,NEUTRAL,433.16,2.0,23.0,0.42,430.9262,C15H12BrCl2N3OS,4.0,3.0,0.0
340,1962301,CHEMBL3613587,433.16,4.37,3.0,2.0,59.64,5.0,N,0.0,11.62,0.18,5.0,5.0,NEUTRAL,433.16,2.0,23.0,0.42,430.9262,C15H12BrCl2N3OS,4.0,3.0,0.0
341,1962302,CHEMBL3613588,443.16,3.83,3.0,2.0,59.64,5.0,N,0.0,11.62,0.54,4.56,4.56,NEUTRAL,443.16,2.0,22.0,0.42,440.9146,C15H13Br2N3OS,4.0,3.0,0.0
342,1962303,CHEMBL3613589,490.16,3.67,3.0,2.0,59.64,5.0,N,0.0,11.62,0.55,4.73,4.73,NEUTRAL,490.16,2.0,22.0,0.29,488.9007,C15H13BrIN3OS,4.0,3.0,0.0
343,1962304,CHEMBL3613590,440.37,4.73,3.0,2.0,59.64,6.0,N,0.0,11.62,1.18,5.44,5.44,NEUTRAL,440.37,3.0,27.0,0.33,439.0354,C21H18BrN3OS,4.0,3.0,0.0
344,1962305,CHEMBL3613591,440.37,4.73,3.0,2.0,59.64,6.0,N,0.0,11.62,1.09,5.44,5.44,NEUTRAL,440.37,3.0,27.0,0.33,439.0354,C21H18BrN3OS,4.0,3.0,0.0
345,1962306,CHEMBL3613592,414.33,4.22,3.0,2.0,59.64,5.0,N,0.0,11.62,1.17,4.79,4.79,NEUTRAL,414.33,3.0,25.0,0.37,413.0197,C19H16BrN3OS,4.0,3.0,0.0
346,1962307,CHEMBL3613593,414.33,4.22,3.0,2.0,59.64,5.0,N,0.0,11.62,1.14,4.79,4.79,NEUTRAL,414.33,3.0,25.0,0.37,413.0197,C19H16BrN3OS,4.0,3.0,0.0
347,1967540,CHEMBL3623844,356.45,3.91,5.0,1.0,64.35,7.0,N,0.0,3.45,4.23,3.9,1.38,ACID,356.45,3.0,25.0,0.51,356.1195,C19H20N2O3S,5.0,1.0,0.0
348,1967542,CHEMBL3623846,349.34,3.71,2.0,3.0,69.56,5.0,N,0.0,-0.71,8.51,2.17,1.32,ZWITTERION,349.34,2.0,24.0,0.72,349.1243,C18H21FNO3P,4.0,3.0,0.0
349,1969380,CHEMBL3629417,338.26,4.7,2.0,2.0,36.42,3.0,N,0.0,11.36,1.18,4.96,4.96,NEUTRAL,338.26,2.0,21.0,0.48,337.0207,C15H13Cl2N3S,3.0,2.0,0.0
350,1969381,CHEMBL3629418,302.19,2.94,4.0,1.0,53.82,2.0,N,0.0,7.41,,2.53,2.23,NEUTRAL,302.19,1.0,18.0,0.67,300.9843,C11H9Cl2N3OS,4.0,1.0,0.0
351,1969382,CHEMBL3629419,316.21,3.32,4.0,1.0,53.82,2.0,N,0.0,7.69,,3.1,2.92,NEUTRAL,316.21,1.0,19.0,0.67,315.0,C12H11Cl2N3OS,4.0,1.0,0.0
352,1969383,CHEMBL3629420,330.24,3.72,4.0,1.0,53.82,3.0,N,0.0,7.83,,3.62,3.48,NEUTRAL,330.24,1.0,20.0,0.68,329.0156,C13H13Cl2N3OS,4.0,1.0,0.0
353,1969384,CHEMBL3629421,344.27,3.96,4.0,1.0,53.82,3.0,N,0.0,7.96,,3.99,3.88,NEUTRAL,344.27,1.0,21.0,0.67,343.0313,C14H15Cl2N3OS,4.0,1.0,0.0
354,1969385,CHEMBL3629422,378.28,4.68,4.0,1.0,53.82,3.0,N,0.0,7.7,,4.47,4.29,NEUTRAL,378.28,2.0,24.0,0.62,377.0156,C17H13Cl2N3OS,4.0,1.0,0.0
355,1969522,CHEMBL3629557,316.21,3.28,4.0,0.0,45.03,2.0,N,0.0,7.34,,2.75,2.42,NEUTRAL,316.21,1.0,19.0,0.62,315.0,C12H11Cl2N3OS,4.0,0.0,0.0
356,1969523,CHEMBL3629558,330.24,3.67,4.0,0.0,45.03,2.0,N,0.0,7.64,,3.32,3.12,NEUTRAL,330.24,1.0,20.0,0.61,329.0156,C13H13Cl2N3OS,4.0,0.0,0.0
357,1969524,CHEMBL3629559,344.27,4.06,4.0,0.0,45.03,3.0,N,0.0,7.78,,3.84,3.69,NEUTRAL,344.27,1.0,21.0,0.61,343.0313,C14H15Cl2N3OS,4.0,0.0,0.0
358,1969525,CHEMBL3629560,358.29,4.3,4.0,0.0,45.03,3.0,N,0.0,7.91,,4.21,4.09,NEUTRAL,358.29,1.0,22.0,0.6,357.0469,C15H17Cl2N3OS,4.0,0.0,0.0
359,1969526,CHEMBL3629561,392.31,5.02,4.0,0.0,45.03,3.0,N,1.0,7.64,,4.69,4.49,NEUTRAL,392.31,2.0,25.0,0.54,391.0313,C18H15Cl2N3OS,4.0,0.0,1.0
360,1969527,CHEMBL3629562,378.28,4.85,4.0,0.0,45.03,3.0,N,0.0,8.2,,4.41,4.35,NEUTRAL,378.28,2.0,24.0,0.57,377.0156,C17H13Cl2N3OS,4.0,0.0,0.0
361,1969528,CHEMBL3629563,392.31,5.24,4.0,0.0,45.03,3.0,N,1.0,8.72,,4.98,4.96,NEUTRAL,392.31,2.0,25.0,0.53,391.0313,C18H15Cl2N3OS,4.0,0.0,1.0
362,1969529,CHEMBL3629564,406.34,5.63,4.0,0.0,45.03,4.0,N,1.0,8.87,,5.5,5.49,NEUTRAL,406.34,2.0,26.0,0.49,405.0469,C19H17Cl2N3OS,4.0,0.0,1.0
363,1969530,CHEMBL3629565,420.37,5.88,4.0,0.0,45.03,4.0,N,1.0,8.99,,5.87,5.86,NEUTRAL,420.37,2.0,27.0,0.46,419.0626,C20H19Cl2N3OS,4.0,0.0,1.0
364,1969531,CHEMBL3629566,454.38,6.59,4.0,0.0,45.03,4.0,N,1.0,8.73,,6.35,6.33,NEUTRAL,454.38,3.0,30.0,0.33,453.0469,C23H17Cl2N3OS,4.0,0.0,1.0
365,2077810,CHEMBL3786939,300.21,4.59,4.0,1.0,37.28,3.0,N,0.0,11.5,4.04,4.33,4.33,NEUTRAL,300.21,2.0,18.0,0.66,299.0051,C12H11Cl2N3S,3.0,1.0,0.0
366,2077811,CHEMBL3785855,392.31,5.96,5.0,1.0,46.51,5.0,N,1.0,11.3,4.21,6.07,6.07,NEUTRAL,392.31,3.0,25.0,0.43,391.0313,C18H15Cl2N3OS,4.0,1.0,1.0
367,2077812,CHEMBL3787039,376.31,6.26,4.0,1.0,37.28,4.0,N,1.0,11.98,4.54,6.88,6.87,NEUTRAL,376.31,3.0,24.0,0.43,375.0364,C18H15Cl2N3S,3.0,1.0,1.0
368,2077813,CHEMBL3786279,380.27,6.09,4.0,1.0,37.28,4.0,N,1.0,11.3,4.03,6.37,6.37,NEUTRAL,380.27,3.0,24.0,0.44,379.0113,C17H12Cl2FN3S,3.0,1.0,1.0
369,2077814,CHEMBL3787599,243.33,1.74,3.0,2.0,50.41,4.0,N,0.0,11.76,1.74,1.73,1.73,NEUTRAL,243.33,1.0,15.0,0.37,243.03,C9H10FN3S2,3.0,3.0,0.0
370,2077815,CHEMBL3785717,304.24,2.36,3.0,2.0,50.41,4.0,N,0.0,11.76,1.72,2.36,2.36,NEUTRAL,304.24,1.0,15.0,0.39,302.95,C9H10BrN3S2,3.0,3.0,0.0
371,2077816,CHEMBL3785309,255.37,1.61,4.0,2.0,59.64,5.0,N,0.0,11.76,2.24,1.43,1.43,NEUTRAL,255.37,1.0,16.0,0.36,255.05,C10H13N3OS2,4.0,3.0,0.0
372,2077817,CHEMBL3785588,239.37,1.91,3.0,2.0,50.41,4.0,N,0.0,11.76,2.64,2.1,2.1,NEUTRAL,239.37,1.0,15.0,0.36,239.0551,C10H13N3S2,3.0,3.0,0.0
373,2077818,CHEMBL3786510,239.37,1.91,3.0,2.0,50.41,4.0,N,0.0,11.76,2.63,2.1,2.1,NEUTRAL,239.37,1.0,15.0,0.36,239.0551,C10H13N3S2,3.0,3.0,0.0
374,2077819,CHEMBL3787696,239.37,1.91,3.0,2.0,50.41,4.0,N,0.0,11.76,2.63,2.1,2.1,NEUTRAL,239.37,1.0,15.0,0.36,239.0551,C10H13N3S2,3.0,3.0,0.0
375,2077820,CHEMBL3785388,253.4,2.21,3.0,2.0,50.41,4.0,N,0.0,11.76,2.71,2.62,2.62,NEUTRAL,253.4,1.0,16.0,0.37,253.0707,C11H15N3S2,3.0,3.0,0.0
376,2077821,CHEMBL3785286,259.79,2.25,3.0,2.0,50.41,4.0,N,0.0,11.76,1.75,2.19,2.19,NEUTRAL,259.79,1.0,15.0,0.38,259.0005,C9H10ClN3S2,3.0,3.0,0.0
377,2077822,CHEMBL3787052,259.79,2.25,3.0,2.0,50.41,4.0,N,0.0,11.76,1.75,2.19,2.19,NEUTRAL,259.79,1.0,15.0,0.38,259.0005,C9H10ClN3S2,3.0,3.0,0.0
378,2077823,CHEMBL3785305,259.79,2.25,3.0,2.0,50.41,4.0,N,0.0,11.76,1.75,2.19,2.19,NEUTRAL,259.79,1.0,15.0,0.38,259.0005,C9H10ClN3S2,3.0,3.0,0.0
379,2077824,CHEMBL3786871,294.23,2.9,3.0,2.0,50.41,4.0,N,0.0,11.76,1.16,2.8,2.8,NEUTRAL,294.23,1.0,16.0,0.39,292.9615,C9H9Cl2N3S2,3.0,3.0,0.0
380,2095335,CHEMBL3827142,360.5,4.61,4.0,2.0,50.36,4.0,N,0.0,12.54,,6.55,6.55,NEUTRAL,360.5,2.0,24.0,0.62,360.0966,C18H20N2O2S2,4.0,2.0,0.0
381,2095336,CHEMBL3828132,374.53,5.0,4.0,2.0,50.36,4.0,N,1.0,12.54,,6.97,6.97,NEUTRAL,374.53,2.0,25.0,0.58,374.1123,C19H22N2O2S2,4.0,2.0,1.0
382,2095337,CHEMBL3827957,324.47,3.28,4.0,2.0,50.36,5.0,N,0.0,13.07,,5.26,5.26,NEUTRAL,324.47,1.0,21.0,0.49,324.0966,C15H20N2O2S2,4.0,2.0,0.0
383,2095338,CHEMBL3827295,338.5,3.66,4.0,2.0,50.36,5.0,N,0.0,13.07,,5.68,5.68,NEUTRAL,338.5,1.0,22.0,0.49,338.1123,C16H22N2O2S2,4.0,2.0,0.0
384,2095339,CHEMBL3827672,400.53,4.57,6.0,0.0,58.97,4.0,N,0.0,8.36,0.74,5.56,5.51,NEUTRAL,400.53,2.0,27.0,0.71,400.0915,C20H20N2O3S2,5.0,0.0,0.0
385,2095340,CHEMBL3827307,414.55,4.96,6.0,0.0,58.97,4.0,N,0.0,8.36,0.72,5.97,5.93,NEUTRAL,414.55,2.0,28.0,0.66,414.1072,C21H22N2O3S2,5.0,0.0,0.0
386,2095341,CHEMBL3827404,364.49,3.55,6.0,0.0,58.97,5.0,N,0.0,7.47,0.78,4.63,4.37,NEUTRAL,364.49,1.0,24.0,0.59,364.0915,C17H20N2O3S2,5.0,0.0,0.0
387,2095342,CHEMBL3828348,378.52,3.94,6.0,0.0,58.97,5.0,N,0.0,7.47,0.76,5.05,4.78,NEUTRAL,378.52,1.0,25.0,0.58,378.1072,C18H22N2O3S2,5.0,0.0,0.0
388,2095343,CHEMBL3827174,434.58,4.57,8.0,0.0,69.89,7.0,N,0.0,,1.27,6.07,6.07,NEUTRAL,434.58,2.0,29.0,0.47,434.1334,C21H26N2O4S2,6.0,0.0,0.0
389,2095344,CHEMBL3827943,448.61,4.96,8.0,0.0,69.89,7.0,N,0.0,,1.25,6.48,6.48,NEUTRAL,448.61,2.0,30.0,0.44,448.149,C22H28N2O4S2,6.0,0.0,0.0
390,2095345,CHEMBL3827522,472.59,4.5,8.0,0.0,85.27,6.0,N,0.0,2.67,0.82,5.94,3.15,ACID,472.59,2.0,32.0,0.45,472.1127,C23H24N2O5S2,7.0,0.0,0.0
391,2095346,CHEMBL3828686,436.56,3.48,8.0,0.0,85.27,7.0,N,0.0,2.83,0.84,5.04,2.23,ACID,436.56,1.0,29.0,0.37,436.1127,C20H24N2O5S2,7.0,0.0,0.0
392,2095347,CHEMBL3827864,458.56,4.41,7.0,1.0,96.27,6.0,N,0.0,3.8,0.93,5.48,2.21,ACID,458.56,2.0,31.0,0.64,458.097,C22H22N2O5S2,7.0,1.0,0.0
393,2095420,CHEMBL3826981,472.59,4.8,7.0,1.0,96.27,6.0,N,0.0,3.8,0.91,5.9,2.62,ACID,472.59,2.0,32.0,0.61,472.1127,C23H24N2O5S2,7.0,1.0,0.0
394,2095421,CHEMBL3828195,422.53,3.4,7.0,1.0,96.27,7.0,N,0.0,3.82,0.97,4.56,1.16,ACID,422.53,1.0,28.0,0.53,422.097,C19H22N2O5S2,7.0,1.0,0.0
395,2095422,CHEMBL3827125,436.56,3.78,7.0,1.0,96.27,7.0,N,0.0,3.82,0.94,4.97,1.58,ACID,436.56,1.0,29.0,0.52,436.1127,C20H24N2O5S2,7.0,1.0,0.0
396,2095423,CHEMBL3828647,460.62,6.56,6.0,0.0,43.59,5.0,N,1.0,,1.19,7.66,7.66,NEUTRAL,460.62,4.0,32.0,0.32,460.1279,C26H24N2O2S2,4.0,0.0,1.0
397,2095424,CHEMBL3828113,474.65,6.94,6.0,0.0,43.59,5.0,N,1.0,,1.17,8.07,8.07,NEUTRAL,474.65,4.0,33.0,0.29,474.1436,C27H26N2O2S2,4.0,0.0,1.0
398,2095425,CHEMBL3828526,424.59,5.75,6.0,0.0,43.59,6.0,N,1.0,,2.38,6.72,6.72,NEUTRAL,424.59,3.0,29.0,0.37,424.1279,C23H24N2O2S2,4.0,0.0,1.0
399,2095426,CHEMBL3827939,438.62,6.14,6.0,0.0,43.59,6.0,N,1.0,,2.36,7.14,7.14,NEUTRAL,438.62,3.0,30.0,0.34,438.1436,C24H26N2O2S2,4.0,0.0,1.0
400,2203362,CHEMBL4063451,223.32,0.83,3.0,2.0,40.29,6.0,N,0.0,,9.12,0.39,-1.34,BASE,223.32,1.0,16.0,0.7,223.1685,C12H21N3O,4.0,2.0,0.0
401,2203687,CHEMBL4063776,247.34,1.18,3.0,1.0,35.58,3.0,Y,0.0,13.8,7.22,1.46,1.24,NEUTRAL,247.34,1.0,18.0,0.87,247.1685,C14H21N3O,4.0,1.0,0.0
402,2205505,CHEMBL4065594,308.41,3.47,5.0,0.0,42.54,3.0,N,0.0,,3.11,2.8,2.8,NEUTRAL,308.41,3.0,22.0,0.54,308.1096,C17H16N4S,4.0,0.0,0.0
403,2206124,CHEMBL4066213,166.22,0.85,2.0,1.0,28.26,2.0,Y,0.0,,6.49,0.7,0.65,NEUTRAL,166.22,1.0,12.0,0.71,166.1106,C9H14N2O,3.0,1.0,0.0
404,2207178,CHEMBL4067267,388.47,5.06,5.0,0.0,42.54,4.0,N,1.0,,1.7,4.61,4.61,NEUTRAL,388.47,4.0,28.0,0.36,388.1158,C22H17FN4S,4.0,0.0,1.0
405,2207595,CHEMBL4067684,270.76,4.11,1.0,2.0,27.82,4.0,N,0.0,,8.51,3.88,2.74,BASE,307.22,3.0,19.0,0.73,270.0924,C16H16Cl2N2,2.0,2.0,0.0
406,2208519,CHEMBL4068608,179.27,0.76,2.0,1.0,22.27,2.0,Y,0.0,,7.81,0.76,0.21,NEUTRAL,179.27,1.0,13.0,0.72,179.1422,C10H17N3,3.0,1.0,0.0
407,2209558,CHEMBL4069647,267.76,1.53,3.0,1.0,35.58,3.0,Y,0.0,13.45,7.21,1.55,1.34,NEUTRAL,267.76,1.0,18.0,0.9,267.1138,C13H18ClN3O,4.0,1.0,0.0
408,2212274,CHEMBL4072363,300.79,3.34,2.0,1.0,32.34,3.0,N,0.0,13.45,6.72,3.47,3.39,NEUTRAL,300.79,2.0,21.0,0.94,300.1029,C17H17ClN2O,3.0,1.0,0.0
409,2212434,CHEMBL4072523,222.29,0.61,5.0,1.0,50.28,5.0,N,0.0,,7.02,-0.02,-0.17,NEUTRAL,222.29,1.0,16.0,0.74,222.1481,C11H18N4O,5.0,1.0,0.0
410,2214780,CHEMBL4074869,322.44,3.78,5.0,0.0,42.54,3.0,N,0.0,,3.16,3.08,3.08,NEUTRAL,322.44,3.0,23.0,0.53,322.1252,C18H18N4S,4.0,0.0,0.0
411,2215404,CHEMBL4075493,400.51,4.93,6.0,0.0,51.77,5.0,N,0.0,,1.7,4.31,4.31,NEUTRAL,400.51,4.0,29.0,0.35,400.1358,C23H20N4OS,5.0,0.0,0.0
412,2217250,CHEMBL4077339,311.81,1.59,4.0,2.0,53.6,7.0,N,0.0,13.46,8.4,1.18,0.14,NEUTRAL,311.81,1.0,21.0,0.75,311.1401,C15H22ClN3O2,5.0,2.0,0.0
413,2217602,CHEMBL4077691,277.37,0.94,4.0,2.0,53.6,7.0,N,0.0,13.51,8.41,0.58,-0.47,NEUTRAL,277.37,1.0,20.0,0.73,277.179,C15H23N3O2,5.0,2.0,0.0
414,2218491,CHEMBL4078580,273.38,1.98,3.0,2.0,40.29,6.0,N,0.0,,9.26,1.41,-0.45,BASE,309.84,2.0,20.0,0.79,273.1841,C16H24ClN3O,4.0,2.0,0.0
415,2220927,CHEMBL4081016,307.83,2.63,3.0,2.0,40.29,6.0,N,0.0,,9.25,2.01,0.16,BASE,344.29,2.0,21.0,0.81,307.1451,C16H23Cl2N3O,4.0,2.0,0.0
416,2222766,CHEMBL4082855,305.76,2.16,4.0,1.0,54.46,3.0,N,0.0,,7.23,1.11,0.89,NEUTRAL,305.76,2.0,21.0,0.94,305.0931,C15H16ClN3O2,5.0,1.0,0.0
417,2226346,CHEMBL4086435,228.34,3.59,1.0,2.0,27.82,3.0,N,0.0,,9.8,3.35,1.01,BASE,264.8,2.0,17.0,0.83,228.1626,C15H21ClN2,2.0,2.0,0.0
418,2228819,CHEMBL4088908,262.78,4.24,1.0,2.0,27.82,3.0,N,0.0,,9.8,3.95,1.61,BASE,299.25,2.0,18.0,0.85,262.1237,C15H20Cl2N2,2.0,2.0,0.0
419,2230573,CHEMBL4090662,233.31,0.87,3.0,1.0,35.58,3.0,Y,0.0,13.5,7.21,0.95,0.73,NEUTRAL,233.31,1.0,17.0,0.84,233.1528,C13H19N3O,4.0,1.0,0.0
420,2231485,CHEMBL4091574,266.34,2.68,2.0,1.0,32.34,3.0,Y,0.0,13.5,6.83,2.87,2.76,NEUTRAL,266.34,2.0,20.0,0.93,266.1419,C17H18N2O,3.0,1.0,0.0
421,2233172,CHEMBL4093261,211.27,2.04,3.0,0.0,29.02,1.0,Y,0.0,,5.23,2.52,2.51,NEUTRAL,211.27,2.0,16.0,0.72,211.1109,C13H13N3,3.0,0.0,0.0
422,2233705,CHEMBL4093794,291.39,1.25,4.0,2.0,53.6,7.0,N,0.0,13.81,8.42,1.09,0.03,NEUTRAL,291.39,1.0,21.0,0.74,291.1947,C16H25N3O2,5.0,2.0,0.0
423,2235105,CHEMBL4095194,212.3,2.57,1.0,1.0,19.03,2.0,Y,0.0,,7.82,2.68,2.12,NEUTRAL,212.3,2.0,16.0,0.81,212.1313,C14H16N2,2.0,1.0,0.0
424,2236509,CHEMBL4096598,236.32,3.46,1.0,2.0,27.82,4.0,N,0.0,,8.51,3.27,2.13,BASE,272.78,3.0,18.0,0.71,236.1313,C16H17ClN2,2.0,2.0,0.0
425,2245177,CHEMBL4105266,178.24,0.23,4.0,0.0,32.26,1.0,N,0.0,,7.35,0.6,0.32,NEUTRAL,178.24,1.0,13.0,0.62,178.1218,C9H14N4,4.0,0.0,0.0
426,2262451,CHEMBL4159420,431.18,7.26,4.0,1.0,37.28,4.0,N,1.0,11.29,3.76,7.44,7.44,NEUTRAL,431.18,3.0,25.0,0.35,428.9428,C17H11Cl4N3S,3.0,1.0,1.0
